Asal kota;Kota tujuan;Jarak;Durasi Perjalanan;Rute
Kota Mojokerto; Kabupaten Madiun;118 km;1 hour 43 mins;"Head west toward Jl. Gajah Mada | Turn right at the 1st cross street onto Jl. Gajah MadaPass by Dealer Honda Eka Prima Motor Magersari Mojokerto (on the left) | Keep right to stay on Jl. Gajah Mada | Turn left onto Jl. Mager Sari-Ngares Kidul | Turn <b>right</b><div style=""font-size:0.9em"">Toll road</div> | Keep <b>left</b> at the fork and merge onto <b>Jl. Tol Mojokerto - Kertosono</b><div style=""font-size:0.9em"">Toll road</div> | Continue onto <b>Jl. Tol Ngawi – Kertosono</b>/<wbr/><b>Jl. Tol Salatiga - Kertosono</b>/<wbr/><b>Jl. Tol Solo - Kertosono</b><div style=""font-size:0.9em"">Toll road</div> | Take the exit toward <b>Caruban</b>/<wbr/><b>Karangjati</b><div style=""font-size:0.9em"">Toll road</div> | Continue straight<div style=""font-size:0.9em"">Toll road</div> | Turn right onto Jl. Raya Ngawi - Caruban | Turn right onto Jl. Letnan Jenderal Sutoyo | Continue onto Jl. Letjend Sutoyo | Turn right to stay on Jl. Letjend Sutoyo | Turn right onto Jl. Babat - Caruban/Jl. Raya Madiun - Nganjuk/Jl. Raya Surabaya - Madiun | Turn left onto Jl. Basuki Rahmat/Jl. Raya WonoasriContinue to follow Jl. Basuki Rahmat | Turn left onto Jl. Basuki Rahmad | Turn left | Continue straight"
Kota Mojokerto; Kabupaten Bondowoso;244 km;4 hours 28 mins;"Head west toward Jl. Gajah Mada | Turn right at the 1st cross street onto Jl. Gajah MadaPass by Dealer Honda Eka Prima Motor Magersari Mojokerto (on the left) | Keep right to stay on Jl. Gajah Mada | Turn right onto Jl. Raya Mlirip | Turn right at Jl. Raya Canggu | Turn right onto the Jl. Tol Jombang - Mojokerto ramp | Continue onto <b>Jl. Tol Jombang - Mojokerto</b><div style=""font-size:0.9em"">Toll road</div> | Keep <b>right</b> at the fork, follow signs for <b>Krian</b>/<wbr/><b>Driyorejo</b>/<wbr/><b>Surabaya</b><div style=""font-size:0.9em"">Toll road</div> | Continue onto <b>Jl. Tol Surabaya - Mojokerto</b><div style=""font-size:0.9em"">Toll road</div> | Take the exit toward <b>Gunungsari</b>/<wbr/><b>Dupak</b><div style=""font-size:0.9em"">Toll road</div> | Keep <b>right</b> at the fork and merge onto <b>Jl. Raya Pantura</b>/<wbr/><b>Jl. Tol Surabaya - Gempol</b>/<wbr/><b>Jl. Tol Surabaya - Porong</b><div style=""font-size:0.9em"">Toll road</div> | Continue onto <b>Jl. Tol Porong - Gempol</b><div style=""font-size:0.9em"">Toll road</div> | Continue onto <b>Jl. Tol Gempol - Pandaan</b><div style=""font-size:0.9em"">Toll road</div> | Take the <b>Gempol - Pasuruan</b> exit toward <b>Bangit</b>/<wbr/><b>Pasuruan</b><div style=""font-size:0.9em"">Toll road</div> | Continue onto <b>Jl. Tol Bangil - Rembang</b>/<wbr/><b>Jl. Tol Gempol - Pasuruan</b>/<wbr/><b>Jl. Tol Gempol - Rembang</b><div style=""font-size:0.9em"">Toll road</div> | Turn right onto Jl. Raya Pajurangan/Jl. Raya Panglima Sudirman/Jl. Raya PanturaContinue to follow Jl. Raya Pantura | Turn right onto Jl. Raya Wringin | Jl. Raya Wringin turns left and becomes Jl. Probolinggo - Bondowoso | Continue onto Jl. Raya Wringin | Continue onto Jl. Diponegoro | Continue onto Jl. Letnan Karsono | Continue onto Jl. P.b. Sudirman | At Bap Bin Ali Parfume, continue onto Jl. KH. Asyari/Jl. K.h. Wachid Hasyim | Continue onto Jl. K.h. Hasyim Ashari/Jl. Raya Situbondo | Turn right onto Jl. Raya Pakisan | Slight left to stay on Jl. Raya Pakisan | Turn left | Turn right | Turn left"
Kota Mojokerto; Kota Malang;121 km;1 hour 52 mins;"Head west toward Jl. Gajah Mada | Turn right at the 1st cross street onto Jl. Gajah MadaPass by Dealer Honda Eka Prima Motor Magersari Mojokerto (on the left) | Keep right to stay on Jl. Gajah Mada | Turn right onto Jl. Raya Mlirip | Turn right at Jl. Raya Canggu | Turn right onto the Jl. Tol Jombang - Mojokerto ramp | Continue onto <b>Jl. Tol Jombang - Mojokerto</b><div style=""font-size:0.9em"">Toll road</div> | Keep <b>right</b> at the fork, follow signs for <b>Krian</b>/<wbr/><b>Driyorejo</b>/<wbr/><b>Surabaya</b><div style=""font-size:0.9em"">Toll road</div> | Continue onto <b>Jl. Tol Surabaya - Mojokerto</b><div style=""font-size:0.9em"">Toll road</div> | Take the exit toward <b>Gunungsari</b>/<wbr/><b>Dupak</b><div style=""font-size:0.9em"">Toll road</div> | Keep <b>right</b> at the fork and merge onto <b>Jl. Raya Pantura</b>/<wbr/><b>Jl. Tol Surabaya - Gempol</b>/<wbr/><b>Jl. Tol Surabaya - Porong</b><div style=""font-size:0.9em"">Toll road</div> | Continue onto <b>Jl. Tol Porong - Gempol</b><div style=""font-size:0.9em"">Toll road</div> | Continue onto <b>Jl. Tol Gempol - Pandaan</b><div style=""font-size:0.9em"">Toll road</div> | <b>Jl. Tol Pandaan - Malang</b><div style=""font-size:0.9em"">Toll road</div> | Take exit <b>88</b> toward <b>Singosari</b><div style=""font-size:0.9em"">Toll road</div> | Turn left onto Jl. Raya Karanglo/Jl. Raya Lawang - Malang/Jl. Raya Malang - Gempol/Jl. Raya Surabaya - MalangPass by Puskowanjati Pusat Koperasi Wanita Jawa Tim. (on the left in 900m) | Keep right to continue on Jl. A. Yani/Jl. Raya Lawang - Malang/Jl. Raya Malang - Gempol/Jl. Raya Surabaya - MalangContinue to follow Jl. Raya Lawang - Malang/Jl. Raya Malang - Gempol/Jl. Raya Surabaya - MalangPass by Alfamart (on the right) | Make a U-turn | Turn left onto Jl. J.A. Suprapto 1"
Kota Mojokerto; Kabupaten Pamekasan;179 km;3 hours 58 mins;"Head west toward Jl. Gajah Mada | Turn right at the 1st cross street onto Jl. Gajah MadaPass by Dealer Honda Eka Prima Motor Magersari Mojokerto (on the left) | Keep right to stay on Jl. Gajah Mada | Turn right onto Jl. Raya Mlirip | Turn right at Jl. Raya Canggu | Turn right onto the Jl. Tol Jombang - Mojokerto ramp | Continue onto <b>Jl. Tol Jombang - Mojokerto</b><div style=""font-size:0.9em"">Toll road</div> | Keep <b>right</b> at the fork, follow signs for <b>Krian</b>/<wbr/><b>Driyorejo</b>/<wbr/><b>Surabaya</b><div style=""font-size:0.9em"">Toll road</div> | Continue onto <b>Jl. Tol Surabaya - Mojokerto</b><div style=""font-size:0.9em"">Toll road</div> | Take the exit toward <b>Gunungsari</b>/<wbr/><b>Dupak</b><div style=""font-size:0.9em"">Toll road</div> | Merge onto <b>Jl. Raya Pantura</b>/<wbr/><b>Jl. Tol Surabaya - Gempol</b>/<wbr/><b>Jl. Tol Surabaya - Porong</b><div style=""font-size:0.9em"">Toll road</div> | Take the exit toward <b>Jl. Ps. Turi</b><div style=""font-size:0.9em"">Toll road</div> | Merge onto <b>Jl. Tol Surabaya - Gresik</b><div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by Lik Coffee (on the left in 800m)</div> | Continue onto Jl. Dupak | Keep right to stay on Jl. Dupak | Continue onto Jl. Dupak Raya/Jl. Tembaan | Continue straight past Toko Rizma onto Jl. Tembaan | Continue straight onto Jl. Ps. Besar Wetan | Turn left onto Jl. Sulung | Turn right onto Jl. Johar/Jl. Semut BaruContinue to follow Jl. Semut Baru | Continue onto Jl. Gembong Tebasan | Turn left onto Jl. KapasariPass by Alfamart (on the left in 400m) | Turn right after Sumbermas (on the left) (signs for Suromadu/Kenjeran) | Continue straight to stay on Jl. KenjeranPass by Indomaret (on the left in 1.1 km) | Turn left onto Jl. Kedung Cowek (signs for Tambak Wedi) | <b>Jl. Kedung Cowek</b><div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by Dunkin Donuts (on the left)</div> | Continue onto <b>Jl. Tol Suramadu</b><div style=""font-size:0.9em"">Toll road</div> | Continue onto <b>Jl. H. Moh. Noer</b><div style=""font-size:0.9em"">Toll road</div> | Continue onto Jl. Raya Suramadu | Turn right onto Jl. Kamal - Kalianget/Jl. Raya Cantian Tangkel Bangkalan/Jl. Raya PoterContinue to follow Jl. Kamal - Kalianget | Continue onto Jl. Raya Patemon | Continue onto Jl. Raya Dumajah | Continue onto Jl. Kamal - Kalianget/Jl. Raya Tanah MerahContinue to follow Jl. Kamal - Kalianget | Continue onto Jl. Raya Galis | Continue onto Jl. Kamal - Kalianget/Jl. Raya Paterongan GalisContinue to follow Jl. Kamal - Kalianget | Continue onto Jl. Raya BlegaPass by Pegadaian Blega (on the right in 3.1 km) | Continue onto Jl. Raya Lomaer | Continue onto Jl. Nasional 21 | Continue onto Jl. Raya Jringik | Continue onto Jl. Nasional 21 | Turn right | Continue onto Jl. Halim Perdana Kusuma | Turn right onto Jl. Makboel | Turn right onto Jl. Diponegoro | Continue onto Jl. Rajawali II/Jl. Raya Taddan/Jl. Talang SiringContinue to follow Jl. Talang Siring | Continue straight onto Jl. Raya Panglegur/Jl. Talang SiringContinue to follow Jl. Talang Siring | Turn right onto Jl. Niaga | Turn left onto Jl. Jingga | Continue onto Jl. Pamekasan - Pakong/Jl. StadionContinue to follow Jl. Pamekasan - Pakong | Turn right | Continue onto Jl. Raya KH. Jufri Dusun | Turn left | Turn left | Slight right | Turn left | Turn rightDestination will be on the right"
Kota Mojokerto; Kabupaten Ngawi;150 km;1 hour 59 mins;"Head west toward Jl. Gajah Mada | Turn right at the 1st cross street onto Jl. Gajah MadaPass by Dealer Honda Eka Prima Motor Magersari Mojokerto (on the left) | Keep right to stay on Jl. Gajah Mada | Turn left onto Jl. Mager Sari-Ngares Kidul | Turn <b>right</b><div style=""font-size:0.9em"">Toll road</div> | Keep <b>left</b> at the fork and merge onto <b>Jl. Tol Mojokerto - Kertosono</b><div style=""font-size:0.9em"">Toll road</div> | Continue onto <b>Jl. Tol Ngawi – Kertosono</b>/<wbr/><b>Jl. Tol Salatiga - Kertosono</b>/<wbr/><b>Jl. Tol Solo - Kertosono</b><div style=""font-size:0.9em"">Toll road</div> | Take the exit<div style=""font-size:0.9em"">Toll road</div> | Continue straight<div style=""font-size:0.9em"">Toll road</div> | Turn right onto Jl. Dr. Radjiman | Turn right onto Jl. Raya Paron | Continue onto Jl. Jogorogo | Turn right onto Jl. Raya Sirigan | Turn right | Continue straightDestination will be on the left"
Kota Mojokerto; Kabupaten Ponorogo;150 km;2 hours 21 mins;"Head west toward Jl. Gajah Mada | Turn right at the 1st cross street onto Jl. Gajah MadaPass by Dealer Honda Eka Prima Motor Magersari Mojokerto (on the left) | Keep right to stay on Jl. Gajah Mada | Turn left onto Jl. Mager Sari-Ngares Kidul | Turn <b>right</b><div style=""font-size:0.9em"">Toll road</div> | Keep <b>left</b> at the fork and merge onto <b>Jl. Tol Mojokerto - Kertosono</b><div style=""font-size:0.9em"">Toll road</div> | Continue onto <b>Jl. Tol Ngawi – Kertosono</b>/<wbr/><b>Jl. Tol Salatiga - Kertosono</b>/<wbr/><b>Jl. Tol Solo - Kertosono</b><div style=""font-size:0.9em"">Toll road</div> | Take the exit toward <b>Madiun</b>/<wbr/><b>Magetan</b>/<wbr/><b>Ponorogo</b><div style=""font-size:0.9em"">Toll road</div> | Continue onto <b>Gerbang Tol Madiun</b><div style=""font-size:0.9em"">Toll road</div> | Continue onto Jl. Babat - Caruban/Jl. Raya Madiun - Nganjuk/Jl. Raya Surabaya - Madiun/Jl. Raya Tiron | Continue straight to stay on Jl. Babat - Caruban/Jl. Raya Madiun - Nganjuk/Jl. Raya Surabaya - Madiun/Jl. Raya TironContinue to follow Jl. Raya Madiun - Nganjuk | Slight left onto Jl. Basuki Rahmad | Continue straight to stay on Jl. Basuki Rahmad | Continue onto Jl. S. Parman | At Fortuna Brownies Madiun, continue onto Jl. Thamrin | Continue onto Jl. MT Haryono | Continue onto Jl. Mayor Jend. Di Panjaitan | Slight left onto Jl. Raya Geger - Madiun/Jl. Raya Ponorogo - Madiun/Jl. Soekarno - Hatta | Continue straight onto Jl. Raya Geger - Madiun/Jl. Raya Ponorogo/Jl. Raya Ponorogo - Madiun/Jl. Soekarno - HattaPass by FOTO MATAHARI (on the right in 11.2 km)"
Kota Mojokerto; Kabupaten Sampang;154 km;3 hours 24 mins;"Head west toward Jl. Gajah Mada | Turn right at the 1st cross street onto Jl. Gajah MadaPass by Dealer Honda Eka Prima Motor Magersari Mojokerto (on the left) | Keep right to stay on Jl. Gajah Mada | Turn right onto Jl. Raya Mlirip | Turn right at Jl. Raya Canggu | Turn right onto the Jl. Tol Jombang - Mojokerto ramp | Continue onto <b>Jl. Tol Jombang - Mojokerto</b><div style=""font-size:0.9em"">Toll road</div> | Keep <b>right</b> at the fork, follow signs for <b>Krian</b>/<wbr/><b>Driyorejo</b>/<wbr/><b>Surabaya</b><div style=""font-size:0.9em"">Toll road</div> | Continue onto <b>Jl. Tol Surabaya - Mojokerto</b><div style=""font-size:0.9em"">Toll road</div> | Take the exit toward <b>Gunungsari</b>/<wbr/><b>Dupak</b><div style=""font-size:0.9em"">Toll road</div> | Merge onto <b>Jl. Raya Pantura</b>/<wbr/><b>Jl. Tol Surabaya - Gempol</b>/<wbr/><b>Jl. Tol Surabaya - Porong</b><div style=""font-size:0.9em"">Toll road</div> | Take the exit toward <b>Jl. Ps. Turi</b><div style=""font-size:0.9em"">Toll road</div> | Merge onto <b>Jl. Tol Surabaya - Gresik</b><div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by Lik Coffee (on the left in 800m)</div> | Continue onto Jl. Dupak | Keep right to stay on Jl. Dupak | Continue onto Jl. Dupak Raya/Jl. Tembaan | Continue straight past Toko Rizma onto Jl. Tembaan | Continue straight onto Jl. Ps. Besar Wetan | Turn left onto Jl. Sulung | Turn right onto Jl. Johar/Jl. Semut BaruContinue to follow Jl. Semut Baru | Continue onto Jl. Gembong Tebasan | Turn left onto Jl. KapasariPass by Alfamart (on the left in 400m) | Turn right after Sumbermas (on the left) (signs for Suromadu/Kenjeran) | Continue straight to stay on Jl. KenjeranPass by Indomaret (on the left in 1.1 km) | Turn left onto Jl. Kedung Cowek (signs for Tambak Wedi) | <b>Jl. Kedung Cowek</b><div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by Dunkin Donuts (on the left)</div> | Continue onto <b>Jl. Tol Suramadu</b><div style=""font-size:0.9em"">Toll road</div> | Continue onto <b>Jl. H. Moh. Noer</b><div style=""font-size:0.9em"">Toll road</div> | Continue onto Jl. Raya Suramadu | Turn right onto Jl. Kamal - Kalianget/Jl. Raya Cantian Tangkel Bangkalan/Jl. Raya PoterContinue to follow Jl. Kamal - Kalianget | Continue onto Jl. Raya Patemon | Continue onto Jl. Raya Dumajah | Continue onto Jl. Kamal - Kalianget/Jl. Raya Tanah MerahContinue to follow Jl. Kamal - Kalianget | Continue onto Jl. Raya Galis | Continue onto Jl. Kamal - Kalianget/Jl. Raya Paterongan GalisContinue to follow Jl. Kamal - Kalianget | Continue onto Jl. Raya BlegaPass by Pegadaian Blega (on the right in 3.1 km) | Continue onto Jl. Raya Lomaer | Continue onto Jl. Nasional 21 | Continue onto Jl. Raya Jringik | Continue onto Jl. Nasional 21 | Turn left onto Jl. Kusuma Bangsa | Continue onto Jl. Raya Kamoning/Jl. Raya KedundungContinue to follow Jl. Raya Kedundung | Turn left onto Jl. Raya Kedungdung/Jl. Raya Omben | Slight right | Turn left | Turn left | Slight left toward Jl. Batu Bantal | Turn right onto Jl. Batu Bantal | Turn right"
Kota Mojokerto; Kabupaten Bangkalan;100 km;2 hours 11 mins;"Head west toward Jl. Gajah Mada | Turn right at the 1st cross street onto Jl. Gajah MadaPass by Dealer Honda Eka Prima Motor Magersari Mojokerto (on the left) | Keep right to stay on Jl. Gajah Mada | Turn right onto Jl. Raya Mlirip | Turn right at Jl. Raya Canggu | Turn right onto the Jl. Tol Jombang - Mojokerto ramp | Continue onto <b>Jl. Tol Jombang - Mojokerto</b><div style=""font-size:0.9em"">Toll road</div> | Keep <b>right</b> at the fork, follow signs for <b>Krian</b>/<wbr/><b>Driyorejo</b>/<wbr/><b>Surabaya</b><div style=""font-size:0.9em"">Toll road</div> | Continue onto <b>Jl. Tol Surabaya - Mojokerto</b><div style=""font-size:0.9em"">Toll road</div> | Take the exit toward <b>Gunungsari</b>/<wbr/><b>Dupak</b><div style=""font-size:0.9em"">Toll road</div> | Merge onto <b>Jl. Raya Pantura</b>/<wbr/><b>Jl. Tol Surabaya - Gempol</b>/<wbr/><b>Jl. Tol Surabaya - Porong</b><div style=""font-size:0.9em"">Toll road</div> | Take the exit toward <b>Jl. Ps. Turi</b><div style=""font-size:0.9em"">Toll road</div> | Merge onto <b>Jl. Tol Surabaya - Gresik</b><div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by Lik Coffee (on the left in 800m)</div> | Continue onto Jl. Dupak | Keep right to stay on Jl. Dupak | Continue onto Jl. Dupak Raya/Jl. Tembaan | Continue straight past Toko Rizma onto Jl. Tembaan | Continue straight onto Jl. Ps. Besar Wetan | Turn left onto Jl. Sulung | Turn right onto Jl. Johar/Jl. Semut BaruContinue to follow Jl. Semut Baru | Continue onto Jl. Gembong Tebasan | Turn left onto Jl. KapasariPass by Alfamart (on the left in 400m) | Turn right after Sumbermas (on the left) (signs for Suromadu/Kenjeran) | Continue straight to stay on Jl. KenjeranPass by Indomaret (on the left in 1.1 km) | Turn left onto Jl. Kedung Cowek (signs for Tambak Wedi) | <b>Jl. Kedung Cowek</b><div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by Dunkin Donuts (on the left)</div> | Continue onto <b>Jl. Tol Suramadu</b><div style=""font-size:0.9em"">Toll road</div> | Continue onto <b>Jl. H. Moh. Noer</b><div style=""font-size:0.9em"">Toll road</div> | Continue onto Jl. Raya Suramadu | Turn right onto Jl. Kamal - Kalianget/Jl. Raya Cantian Tangkel Bangkalan/Jl. Raya PoterContinue to follow Jl. Kamal - Kalianget | Continue onto Jl. Raya Patemon | Continue onto Jl. Raya Dumajah | Continue onto Jl. Kamal - Kalianget/Jl. Raya Tanah Merah | Turn left onto Jl. Tanah Merah | Continue onto Jl. Raya Banjar | Continue onto Jl. Tanah Merah | Continue onto Jl. Raya Sadah | Continue onto Jl. Tanah Merah | Turn left | Turn rightDestination will be on the left"
Kota Mojokerto; Kabupaten Tulungagung;111 km;2 hours 23 mins;"Head west toward Jl. Gajah Mada | Turn right at the 1st cross street onto Jl. Gajah MadaPass by Dealer Honda Eka Prima Motor Magersari Mojokerto (on the left) | Keep right to stay on Jl. Gajah Mada | Turn left onto Jl. Mager Sari-Ngares Kidul | Turn <b>right</b><div style=""font-size:0.9em"">Toll road</div> | Keep <b>left</b> at the fork and merge onto <b>Jl. Tol Mojokerto - Kertosono</b><div style=""font-size:0.9em"">Toll road</div> | Take the exit toward <b>Kertosono</b>/<wbr/><b>Kediri</b><div style=""font-size:0.9em"">Toll road</div> | Take the ramp to <b>Jl. Panglima Sudirman</b>/<wbr/><b>Jl. Raya Kayen</b>/<wbr/><b>Jl. Raya Surabaya - Madiun</b><div style=""font-size:0.9em"">Toll road</div> | Turn right onto Jl. Panglima Sudirman/Jl. Raya Kayen/Jl. Raya Surabaya - MadiunContinue to follow Jl. Panglima Sudirman/Jl. Raya Surabaya - Madiun | Slight left onto Jl. Kertosono-Kediri/Jl. Purwosari-KediriContinue to follow Jl. Kertosono-KediriPass by Toko Sugih Waras (on the left in 16.3 km) | Jl. Kertosono-Kediri turns left and becomes Jl. Diponegoro | Turn right onto Jl. Basuki Rahmat/SouthContinue to follow SouthPass by Xiaomi Shop Kediri (on the right in 750m) | At Optik Saudara - Kediri, continue onto Jl. Panglima SudirmanPass by Wm Padang Salero (on the left in 400m) | Continue onto Jl. Urip SumoharjoPass by TOKO MEKAH MADINAH (on the left) | Continue onto Jl. Sersan Suharmaji | Continue onto Jl. Kediri - Tulungagung/Jl. Raya Terate/Jl. Nasional 22Continue to follow Jl. Nasional 22Pass by Telkom Ngadiluwih (on the left in 3.9 km) | Turn left onto Jl. Ngantru - Srengat | Turn right onto Jl. Lingkar Timur | Turn left | Turn right after Toko Nizam (on the right) | Turn left onto Jl. Ngelo Jabalsari Pinggir Kali | Turn right | Turn left onto Jl. Nasional III | Turn right onto Jl. Pesantren, Bendiljati Wetan/Jl. Raya Tulungagung - BlitarContinue to follow Jl. Raya Tulungagung - Blitar | Turn left"
Kota Mojokerto; Kabupaten Nganjuk;70.8 km;59 mins;"Head west toward Jl. Gajah Mada | Turn right at the 1st cross street onto Jl. Gajah MadaPass by Dealer Honda Eka Prima Motor Magersari Mojokerto (on the left) | Keep right to stay on Jl. Gajah Mada | Turn left onto Jl. Mager Sari-Ngares Kidul | Turn <b>right</b><div style=""font-size:0.9em"">Toll road</div> | Keep <b>left</b> at the fork and merge onto <b>Jl. Tol Mojokerto - Kertosono</b><div style=""font-size:0.9em"">Toll road</div> | Continue onto <b>Jl. Tol Ngawi – Kertosono</b>/<wbr/><b>Jl. Tol Salatiga - Kertosono</b>/<wbr/><b>Jl. Tol Solo - Kertosono</b><div style=""font-size:0.9em"">Toll road</div> | Take exit 647 toward Nganjuk/Kediri/Blitar | Continue straight | Turn right onto Jl. Bengawan Solo | Turn left toward Jl. Barito | Slight left onto Jl. Barito | Turn right onto Jl. Barito IVADestination will be on the left"
Kota Mojokerto; Kabupaten Mojokerto;14.4 km;24 mins;Head west toward Jl. Gajah Mada | Turn left at the 1st cross street onto Jl. Gajah Mada | Continue onto Jl. Pahlawan | Continue onto Jl. Jayanegara | Continue onto Jl. Gempol - Mojokerto (signs for Mojosari/Malang) | Continue straight onto Jl. Gempol - Mojokerto/Jl. Raya GayamanContinue to follow Jl. Raya Gayaman | Continue onto Jl. Gempol - Mojokerto | Turn right onto Jl. Kh. Ahmad Dahlan/Jl. Raya PacingContinue to follow Jl. Raya Pacing | Continue onto Jl. Raya Sumber Wono | Continue onto Jl. Raya Bangsal-Dlanggu | Continue onto Jl. Letjend. Suprapto | Continue onto Jl. Raya Badung | Continue onto Jl. Raya Dlanggu | Continue onto Jl. Jendral Ahmad Yani | Continue onto Jl. Raya Dlanggu | Turn right onto Pohkecik Gg. IV | Continue onto Jalan Pohkecik
Kota Mojokerto; Kabupaten Lumajang;181 km;3 hours 7 mins;"Head west toward Jl. Gajah Mada | Turn right at the 1st cross street onto Jl. Gajah MadaPass by Dealer Honda Eka Prima Motor Magersari Mojokerto (on the left) | Keep right to stay on Jl. Gajah Mada | Turn right onto Jl. Raya Mlirip | Turn right at Jl. Raya Canggu | Turn right onto the Jl. Tol Jombang - Mojokerto ramp | Continue onto <b>Jl. Tol Jombang - Mojokerto</b><div style=""font-size:0.9em"">Toll road</div> | Keep <b>right</b> at the fork, follow signs for <b>Krian</b>/<wbr/><b>Driyorejo</b>/<wbr/><b>Surabaya</b><div style=""font-size:0.9em"">Toll road</div> | Continue onto <b>Jl. Tol Surabaya - Mojokerto</b><div style=""font-size:0.9em"">Toll road</div> | Take the exit toward <b>Gunungsari</b>/<wbr/><b>Dupak</b><div style=""font-size:0.9em"">Toll road</div> | Keep <b>right</b> at the fork and merge onto <b>Jl. Raya Pantura</b>/<wbr/><b>Jl. Tol Surabaya - Gempol</b>/<wbr/><b>Jl. Tol Surabaya - Porong</b><div style=""font-size:0.9em"">Toll road</div> | Continue onto <b>Jl. Tol Porong - Gempol</b><div style=""font-size:0.9em"">Toll road</div> | Continue onto <b>Jl. Tol Gempol - Pandaan</b><div style=""font-size:0.9em"">Toll road</div> | Take the <b>Gempol - Pasuruan</b> exit toward <b>Bangit</b>/<wbr/><b>Pasuruan</b><div style=""font-size:0.9em"">Toll road</div> | Continue onto <b>Jl. Tol Bangil - Rembang</b>/<wbr/><b>Jl. Tol Gempol - Pasuruan</b>/<wbr/><b>Jl. Tol Gempol - Rembang</b><div style=""font-size:0.9em"">Toll road</div> | Take exit <b>840</b> toward <b>Lumajang</b><div style=""font-size:0.9em"">Toll road</div> | Merge onto Jl. Probolinggo - Wonorejo/Jl. Raya LecesContinue to follow Jl. Probolinggo - Wonorejo | Continue straight onto Jl. Nasional III | Turn right onto Jl. Pepaya | Turn left to stay on Jl. Pepaya | Turn left to stay on Jl. Pepaya | Turn right onto Jl. Dieng | Turn left onto Jl. Merdeka Bodang | Turn leftDestination will be on the right"
